Vintage Bar,"0755 4042400, 0755 4042401","Hotel Kamal Regency, Main Railway Station Road, Peer Gate Area, Bhopal",-,"₹1,000",10AM to 12Midnight (Mon-Sun),NEW
Food Stories,+91 9575145111,"Kotra Sultanbad Road, Rajiv Nagar, Shastri Nagar, Bhopal, Madhya Pradesh 462003, India",-,₹300,11AM to 10PM (Mon-Sun),NEW
Alfry Foods,+91 9300219834,"Shop number.18, Masjid Umrao Dulha, Itwara, Bhopal, Bhopal",NEW,₹300,11AM to 12Midnight (Mon-Sun),NEW
Lucknowi Zaika,"0755 6006011, +91 8602006011","Hotel Neena Palace, Near Lal Ghati, Kohefiza, Bhopal",-,₹500,11AM to 11PM (Mon-Sun),NEW
Hotel Ronak Plaza,0755 4201193,"216, Zone1, Maharana Pratap Nagar, Bhopal",-,₹500,11AM to 11PM (Mon-Sun),NEW
Ovenstory Pizza,+91 9300344675,"Plot 5 & 6, City Cement, First Floor, Near Railway Line, Chetak Bridge, Maharana Pratap Nagar, Bhopal",Opening Soon,₹750,NILL,NEW
The Nukkad,+91 9755976229,"Bus Stop Road, Block A, Hemu Kalani, Bairagarh, Bhopal",-,₹250,1PM to 11PM (Mon-Sun),NEW
Food O Bar,+91 9981052065,"HIG 23,Zone 2,Habib Ganj Road, Near Pragati Petrol Pump, Maharana Pratap Nagar, Bhopal",-,₹300,11AM to 11PM (Mon-Sun),NEW
New Pakiza Hotel,"+91 7869677705, +91 9893161582","Emani Gate, Neem Road, Peer Gate Area, Bhopal",-,₹400,12Noon to 2AM (Mon-Sun),NEW
Prakash Family Restaurant,+91 9039879767,"Ganesh Nagar, Opposite Asha Mall, Gulmohar Colony, Bhopal",-,₹450,11AM to 11PM (Mon-Sun),NEW
Neelam Chat & Restaurant,+91 9329664774,"Chanchal Square, Bairaagargh, Kohefiza, Bhopal",-,₹100,10AM to 11PM (Mon-Sun),NEW
Hotel Kolar,+91 9827668576,"Opposite India Mart, Arera Colony, Bhopal",-,₹650,10AM to 10:30PM (Mon-Sun),NEW
Saaj Ri Dhani,+91 9425016607,"245, Behind Aakriti Green, Salaiya, Gulmohar Colony, Bhopal",-,"₹1,000",11AM to 11PM (Mon-Sun),NEW
Truly Fresh,0755 4016007,"Bhojan Mantra Food Court, People's Mall, Ayodhya Bypass Road, Bhanpur, JP Nagar, Bhopal",-,₹300,10AM to 10:30PM (Mon-Sun),NEW
Chatora Point,+91 7587930612,"Shop 5, Jawahar Chowk, Bhadbhada Road, Near Haneef Masjid, Maharana Pratap Nagar, Bhopal",-,₹300,12Noon to 10PM (Mon-Sun),NEW
Hotel Gaurav Palace,0755 4008860,"216, Zone 1, Behind Jyoti Cinema, Maharana Pratap Nagar, Bhopal",-,₹650,7AM to 11PM (Mon-Sun),NEW
Ma Karma Dairy & Bhojanalay,+91 7772897758,"Opposite Anand Nagar Thana, 5 Raisen Road, BHEL, Bhopal",-,₹300,11AM to 11PM (Mon-Sun),NEW
Hotel Anand Palace,0755 4271450,"120, Zone 2, Maharana Pratap Nagar, Bhopal",-,₹600,8AM to 11PM (Mon-Sun),NEW
Khan Brother's Food Junction A/C Family Restaurant,"0755 4929007, 0755 2443873","Banjari, DK 1, Danish Kunj, Kolar Main Road, Arera Colony, Bhopal",-,₹250,3PM to 11PM (Mon-Sun),NEW
Thali Restaurant - Hotel Pukhraj,Not available for this place,"Hotel Pukhraj, E-2/18, Opposite Habib Ganj Railway Station, Habib Ganj, Bhopal",-,₹400,11AM to 11PM (Mon-Sun),NEW
11 Meal Restaurant,+91 9755715787,"NH46, Gopal Nagar, BHEL, Bhopal",-,₹350,10AM to 10PM (Mon-Sun),NEW
The Pearl Cookery,+91 8839628282,"Behind Shikhar Palace, Bairagarh Sehore Road, Bhopal",-,"₹1,500",11AM to 10:30PM (Mon-Sun),NEW
Hunger Knights,+91 9340014319,"Near Kamla Nagar Police Station, Nehru Nagar, TT Nagar, Bhopal",Opening Soon,₹200,NILL,NEW
Sahni Vaishnav Bhojnalaya,"0755 2747077, +91 9977001406","Shop 4, Corporation Building, Nagra Bus Stand, Hamidia Road, Peer Gate Area, Bhopal",-,₹350,9AM to 12Midnight (Mon-Sun),NEW
Hotel Sai Mahima,"0755 4224242, +91 8962922770","116, Zone 2, Near City Hospital, Maharana Pratap Nagar, Bhopal",-,₹400,11AM to 11PM (Mon-Sun),NEW
Srishti,"+91 9926411205, +91 9407349955","Shop No Lg 20, Western Plaza, Chuna Bhatti, Arera Colony, Bhopal",-,₹300,10AM to 10PM (Mon-Sun),NEW
Hotel Skylark,0755 4275871,"Opposite Arya Bhavan, Zone 2, Maharana Pratap Nagar, Bhopal",-,₹650,11AM to 11:30PM (Mon-Sun),NEW
Royal Biryani House,"+91 9644007621, +91 9644007632","Alpana Tirhaya, Hamidia Road, Opposite BP Petrol Pump, Peer Gate Area, Bhopal",-,₹350,11AM to 11PM (Mon-Sun),NEW
Vedant Fast Food,+91 9893191155,"B-24, Gyan Kunj, New Ashoka Garden, Jhangirabad, Bhopal",-,₹350,11AM to 11PM (Mon-Sun),NEW
Silver Oak,"0755 2591124, 0755 2710645","3A, Hotel Silver Inn, Ashoka Garden, Raisen Road, Arera Colony, Bhopal",-,₹800,7AM to 11PM (Mon-Sun),NEW
Spicy Affair,0755 2580025,"Emsmi Gate Chauraha, Near Hamidiya Hospital, Peer Gate, Bhopal",-,₹700,3PM to 1AM (Mon-Sun),NEW
Shree Swad Restaurant,+91 9174911110,"Shop 1, Earning Point, Mandakini Square, Kolar Road, Arera Colony, Bhopal",-,₹300,11AM to 11PM (Mon-Sun),NEW
Pooja Bhojnalay,+91 9755366059,"Infront Mahrana Pratap Chauraha, Zone 1, Maharana Pratap Nagar, Bhopal",-,₹200,8:30AM to 10:30PM (Mon-Sun),NEW
Cafe Eleven to Eleven,+91 7611119903,"Mendora, Bhopal",NEW,₹600,11AM to 11PM (Mon-Sun),NEW
Sunset Bar-Be-Que Restaurant - Welcomheritage,0755 4223333,"VIP Road, Kohefiza, Bhopal",-,₹598,7AM to 11PM (Mon-Sun),NEW
Shape Cafe,+91 9479536365,"Aura Mall, Inside P3 Gym, Fortune Pride, Trilanga, Bhopal, Madhya Pradesh",-,₹400,"8AM to 1PM, 5PM to 10PM (Mon-Sun)",NEW
Waffle Hut,+91 9893815081,"Aura Mall, Gulmohar Colony, Bhopal",-,₹400,1PM to 12Midnight (Mon-Sun),NEW
Abhishek Restaurant,+91 9993708405,"130, Zone 2, Maharana Pratap Nagar, Bhopal",-,₹300,11:30AM to 10PM (Mon-Sun),NEW
New Hakeem Hotel,0755 4003555,"8 - 9, Sarnath Complex, Opposite Board Office, TT Nagar, Bhopal",-,₹800,10AM to 11:30PM (Mon-Sun),NEW
Hotel Sudarshan Palace,"0755 4269049, 0755 2575461","155, Zone 2, Maharana Pratap Nagar, Bhopal",-,₹400,7AM to 11PM (Mon-Sun),NEW
The Garden Gourmet,+91 9111922274,"Ruchi Lifescape, Jatkhedi, Bhopal",NEW,₹800,"10AM to 10PM (Mon-Sat),Closed (Sun)",NEW
Sai Bhojanalaya,+91 9826740250,"18 C, Padmanabh Nagar, Near Vijaya Bank, Jhangirabad, Bhopal",-,₹300,11AM to 11PM (Mon-Sun),NEW
Mirch Masala Restaurant,0755 4291010,"26, Hotel Lal's Plaza, Hamidia Road, Near Old Bus Stand, Peer Gate Area, Bhopal",-,₹300,7AM to 12Midnight (Mon-Sun),NEW
Yummy Tummy,+91 9977010944,"40-41/48 New Market T.T. Nagar Bhopal, Bhopal",NEW,₹500,"(Mon),12Noon to 10:30PM (Tue-Sun)",NEW
Krishna Vaishnav Bhojnalaya,Not available for this place,"Opposite Bhopal Station Platform 6, Railway Station Road, Jhangirabad, Bhopal",-,₹250,9AM to 12Midnight (Mon-Sun),NEW
Juss Sip,0755 4011051,"Hotel Satya Villas, Plot 13, Zone 2, Maharana Pratap Nagar, Bhopal",-,"₹1,000",10:30AM to 12Midnight (Mon-Sun),NEW
Paratha Mania,+91 9907103671,"5 Vineet Kunj Kolar Road, Arera Colony, Bhopal",-,₹300,11AM to 11PM (Mon-Sun),NEW
Pizza Plus,"+91 8000055669, +91 9898208294","Opposite Indusind Bank, Arera Colony, Bhopal",-,₹500,11AM to 11PM (Mon-Sun),NEW
ChickenKukduku,+91 9826770511,"East-3, Arera Colony, Bhopal",-,₹300,"Closed (Mon-Fri),11AM to 9PM (Sat-Sun)",NEW
Ratan's Little Paradise,+91 8819945522,"Shop 46,47,48A, Manisha Market, Near Shahpura Lake, Bhopal",-,₹300,10AM to 11:30PM (Mon-Sun),NEW
Taste Of Bhopal,+91 7566129056,"Shop 1, 80 Feet Road, Pushpa Nagar, Jhangirabad, Bhopal",-,₹250,9AM to 11PM (Mon-Sun),NEW
Ayush Fast Food,+91 9826758352,"27, Marvadi Road, Near Jama Masjid, Azad Market, Peer Gate Area, Bhopal",-,₹200,11AM to 11PM (Mon-Sun),NEW
Nawabi Platters,+91 9754057763,"Ashiyana Complex Campus, Near Police Chowk, Kohefiza, Bhopal",-,₹300,11AM to 11PM (Mon-Sun),NEW
Taste of Gujarat,+91 9039159596,"Aura Mall, NDS Colony Lane 2, Fortune Pride, Shahpura, Bhopal",NEW,₹400,11AM to 10PM (Mon-Sun),NEW
The Royal Punjab Flavours,+91 8982682283,"H 264, Katara Hills Road, Arvind Vihar, Bagmugaliya, Bhopal",-,NILL,NILL,NEW
Raghuvanshi Restaurant,+91 9425010251,"139, Ashok Garden, Hanuman Mandir Road, Jhangirabad, Bhopal",-,₹350,11AM to 11PM (Mon-Sun),NEW
Firangi Bake,+91 9300344675,"Plot 5 & 6, City Cement, First Floor, Near Railway Line, Chetak Bridge, Maharana Pratap Nagar, Bhopal",Opening Soon,₹600,NILL,NEW
Monginese,+91 9981490156,"Chanchal Square, Bairagarh, Kohefiza, Bhopal",-,₹800,10AM to 12Midnight (Mon-Sun),NEW
V I P Fast Food,+91 9827099145,"Alpana Tiraya, Hamidia Road, Peer Gate Area, Bhopal",-,₹350,3PM to 12Midnight (Mon-Sun),NEW
Aashirwad South Indian,+91 9977722576,"25, Zone 2, Maharana Pratap Nagar, Bhopal",-,₹150,10AM to 10:30PM (Mon-Sun),NEW
Hub Way,+91 7509098087,"7, Kamla Park Road, Centre Market, Opposite Kilol Park, Petrol Pump, Krishna Nagar, Shymala Hills, Bhopal",-,₹300,8PM to 11PM (Mon-Sun),NEW
Balaji Restaurant,+91 7772999456,"Shop Number 549, Opposite D.P.Jewellers Roshanpura, TT Nagar, Bhopal",-,₹350,9AM to 1AM (Mon-Sun),NEW
Khushi Restaurant,+91 9826497461,"103-C, Khajuri Khurd Road, New Bypass, Raisen Road, Patel Nagar, BHEL, Bhopal",-,₹700,8AM to 12Midnight (Mon-Sun),NEW
BFF- Bhopal Food Factory,+91 9893068365,"201, Berasia Road, Peepal Chowraha, Peepal Chowraha, Murli Nagar, Karond, Bhopal",-,₹300,11AM to 11PM (Mon-Sun),NEW
